"quarter","group","metric","segment","year","category","value"
4,"hunt","participants","age",2007,"25-34",44684
4,"hunt","participants","age",2007,"35-44",54882
4,"hunt","participants","age",2007,"45-54",59032
4,"hunt","participants","age",2007,"55-64",36492
4,"hunt","participants","age",2007,"65+",19367
4,"hunt","participants","age",2008,"0-17",25553
4,"hunt","participants","age",2008,"18-24",28392
4,"hunt","participants","age",2008,"25-34",43358
4,"hunt","participants","age",2008,"35-44",50499
4,"hunt","participants","age",2008,"45-54",56183
4,"hunt","participants","age",2008,"55-64",35900
4,"hunt","participants","age",2008,"65+",20318
4,"hunt","participants","age",2009,"0-17",24969
4,"hunt","participants","age",2009,"18-24",27137
4,"hunt","participants","age",2009,"25-34",42034
4,"hunt","participants","age",2009,"35-44",46400
4,"hunt","participants","age",2009,"45-54",53794
4,"hunt","participants","age",2009,"55-64",36396
4,"hunt","participants","age",2009,"65+",21790
4,"hunt","participants","age",2010,"0-17",23804
4,"hunt","participants","age",2010,"18-24",25169
4,"hunt","participants","age",2010,"25-34",39901
4,"hunt","participants","age",2010,"35-44",42788
4,"hunt","participants","age",2010,"45-54",50727
4,"hunt","participants","age",2010,"55-64",36377
4,"hunt","participants","age",2010,"65+",22803
4,"hunt","participants","age",2011,"0-17",23621
4,"hunt","participants","age",2011,"18-24",24681
4,"hunt","participants","age",2011,"25-34",39139
4,"hunt","participants","age",2011,"35-44",40507
4,"hunt","participants","age",2011,"45-54",48671
4,"hunt","participants","age",2011,"55-64",36554
4,"hunt","participants","age",2011,"65+",24788
4,"hunt","participants","age",2012,"0-17",24651
4,"hunt","participants","age",2012,"18-24",25335
4,"hunt","participants","age",2012,"25-34",39822
4,"hunt","participants","age",2012,"35-44",40234
4,"hunt","participants","age",2012,"45-54",48024
4,"hunt","participants","age",2012,"55-64",37679
4,"hunt","participants","age",2012,"65+",27889
4,"hunt","participants","age",2013,"0-17",24619
4,"hunt","participants","age",2013,"18-24",25682
4,"hunt","participants","age",2013,"25-34",40013
4,"hunt","participants","age",2013,"35-44",39034
4,"hunt","participants","age",2013,"45-54",45882
4,"hunt","participants","age",2013,"55-64",37665
4,"hunt","participants","age",2013,"65+",30311
4,"hunt","participants","age",2014,"0-17",24552
4,"hunt","participants","age",2014,"18-24",26272
4,"hunt","participants","age",2014,"25-34",41071
4,"hunt","participants","age",2014,"35-44",38882
4,"hunt","participants","age",2014,"45-54",45505
4,"hunt","participants","age",2014,"55-64",39171
4,"hunt","participants","age",2014,"65+",33822
4,"hunt","participants","age",2015,"0-17",24139
4,"hunt","participants","age",2015,"18-24",26071
4,"hunt","participants","age",2015,"25-34",41696
4,"hunt","participants","age",2015,"35-44",38720
4,"hunt","participants","age",2015,"45-54",45267
4,"hunt","participants","age",2015,"55-64",41102
4,"hunt","participants","age",2015,"65+",37122
4,"hunt","participants","age",2016,"0-17",23585
4,"hunt","participants","age",2016,"18-24",25460
4,"hunt","participants","age",2016,"25-34",41431
4,"hunt","participants","age",2016,"35-44",38033
4,"hunt","participants","age",2016,"45-54",43290
4,"hunt","participants","age",2016,"55-64",41497
4,"hunt","participants","age",2016,"65+",40649
4,"hunt","participants","Residency",2006,"Resident",226493
4,"hunt","participants","Residency",2006,"Nonresident",45477
4,"hunt","participants","Residency",2007,"Resident",227195
4,"hunt","participants","Residency",2007,"Nonresident",43464
4,"hunt","participants","Residency",2008,"Resident",223759
4,"hunt","participants","Residency",2008,"Nonresident",36444
4,"hunt","participants","Residency",2009,"Resident",221419
4,"hunt","participants","Residency",2009,"Nonresident",31101
4,"hunt","participants","Residency",2010,"Resident",215716
4,"hunt","participants","Residency",2010,"Nonresident",25853
4,"hunt","participants","Residency",2011,"Resident",214921
4,"hunt","participants","Residency",2011,"Nonresident",23040
4,"hunt","participants","Residency",2012,"Resident",220353
4,"hunt","participants","Residency",2012,"Nonresident",23281
4,"hunt","participants","Residency",2013,"Resident",220846
4,"hunt","participants","Residency",2013,"Nonresident",22360
4,"hunt","participants","Residency",2014,"Resident",225787
4,"hunt","participants","Residency",2014,"Nonresident",23488
4,"hunt","participants","Residency",2015,"Resident",227943
4,"hunt","participants","Residency",2015,"Nonresident",26174
4,"hunt","participants","Residency",2016,"Resident",228497
4,"hunt","participants","Residency",2016,"Nonresident",25450
4,"hunt","participants","county",2015,"Adair",906
4,"hunt","participants","county",2015,"Adams",615
4,"hunt","participants","county",2015,"Allamakee",2785
4,"hunt","participants","county",2015,"Appanoose",1673
4,"hunt","participants","county",2015,"Audubon",596
4,"hunt","participants","county",2015,"Benton",2877
4,"hunt","participants","county",2015,"Black Hawk",6097
4,"hunt","participants","county",2015,"Boone",2258
4,"hunt","participants","county",2015,"Bremer",2958
4,"hunt","participants","county",2015,"Buchanan",2832
4,"hunt","participants","county",2015,"Buena Vista",1481
4,"hunt","participants","county",2015,"Butler",2452
4,"hunt","participants","county",2015,"Calhoun",942
4,"hunt","participants","county",2015,"Carroll",2105
4,"hunt","participants","county",2015,"Cass",1539
4,"hunt","participants","county",2015,"Cedar",1707
4,"hunt","participants","county",2015,"Cerro Gordo",2981
4,"hunt","participants","county",2015,"Cherokee",1205
4,"hunt","participants","county",2015,"Chickasaw",1840
4,"hunt","participants","county",2015,"Clarke",1053
4,"hunt","participants","county",2015,"Clay",1453
4,"hunt","participants","county",2015,"Clayton",3625
4,"hunt","participants","county",2015,"Clinton",3440
4,"hunt","participants","county",2015,"Crawford",1141
4,"hunt","participants","county",2015,"Dallas",3869
4,"hunt","participants","county",2015,"Davis",1525
4,"hunt","participants","county",2015,"Decatur",1108
4,"hunt","participants","county",2015,"Delaware",2218
4,"hunt","participants","county",2015,"Des Moines",2685
4,"hunt","participants","county",2015,"Dickinson",1945
4,"hunt","participants","county",2015,"Dubuque",8000
4,"hunt","participants","county",2015,"Emmet",970
4,"hunt","participants","county",2015,"Fayette",2389
4,"hunt","participants","county",2015,"Floyd",1767
4,"hunt","participants","county",2015,"Franklin",816
4,"hunt","participants","county",2015,"Fremont",848
4,"hunt","participants","county",2015,"Greene",882
4,"hunt","participants","county",2015,"Grundy",1198
4,"hunt","participants","county",2015,"Guthrie",1594
4,"hunt","participants","county",2015,"Hamilton",1423
4,"hunt","participants","county",2015,"Hancock",976
4,"hunt","participants","county",2015,"Hardin",1730
4,"hunt","participants","county",2015,"Harrison",1678
4,"hunt","participants","county",2015,"Henry",2071
4,"hunt","participants","county",2015,"Howard",1679
4,"hunt","participants","county",2015,"Humboldt",1002
4,"hunt","participants","county",2015,"Ida",676
4,"hunt","participants","county",2015,"Iowa",2301
4,"hunt","participants","county",2015,"Jackson",3032
4,"hunt","participants","county",2015,"Jasper",3217
4,"hunt","participants","county",2015,"Jefferson",1149
4,"hunt","participants","county",2015,"Johnson",5105
4,"hunt","participants","county",2015,"Jones",2235
4,"hunt","participants","county",2015,"Keokuk",1661
4,"hunt","participants","county",2015,"Kossuth",1503
4,"hunt","participants","county",2015,"Lee",2853
4,"hunt","participants","county",2015,"Linn",10411
4,"hunt","participants","county",2015,"Louisa",1605
4,"hunt","participants","county",2015,"Lucas",1337
4,"hunt","participants","county",2015,"Lyon",1070
4,"hunt","participants","county",2015,"Madison",2136
4,"hunt","participants","county",2015,"Mahaska",1986
4,"hunt","participants","county",2015,"Marion",3655
4,"hunt","participants","county",2015,"Marshall",2083
4,"hunt","participants","county",2015,"Mills",1334
4,"hunt","participants","county",2015,"Mitchell",1273
4,"hunt","participants","county",2015,"Monona",1000
4,"hunt","participants","county",2015,"Monroe",1182
4,"hunt","participants","county",2015,"Montgomery",1182
4,"hunt","participants","county",2015,"Muscatine",3348
4,"hunt","participants","county",2015,"O'Brien",1388
4,"hunt","participants","county",2015,"Osceola",555
4,"hunt","participants","county",2015,"Page",1464
4,"hunt","participants","county",2015,"Palo Alto",1233
4,"hunt","participants","county",2015,"Plymouth",1722
4,"hunt","participants","county",2015,"Pocahontas",609
4,"hunt","participants","county",2015,"Polk",17611
4,"hunt","participants","county",2015,"Pottawattamie",4658
4,"hunt","participants","county",2015,"Poweshiek",1973
4,"hunt","participants","county",2015,"Ringgold",891
4,"hunt","participants","county",2015,"Sac",1210
4,"hunt","participants","county",2015,"Scott",6466
4,"hunt","participants","county",2015,"Shelby",913
4,"hunt","participants","county",2015,"Sioux",2443
4,"hunt","participants","county",2015,"Story",4010
4,"hunt","participants","county",2015,"Tama",1973
4,"hunt","participants","county",2015,"Taylor",999
4,"hunt","participants","county",2015,"Union",1570
4,"hunt","participants","county",2015,"Van Buren",1653
4,"hunt","participants","county",2015,"Wapello",2527
4,"hunt","participants","county",2015,"Warren",5050
4,"hunt","participants","county",2015,"Washington",2812
4,"hunt","participants","county",2015,"Wayne",1226
4,"hunt","participants","county",2015,"Webster",2559
4,"hunt","participants","county",2015,"Winnebago",1070
4,"hunt","participants","county",2015,"Winneshiek",2738
4,"hunt","participants","county",2015,"Woodbury",4403
4,"hunt","participants","county",2015,"Worth",836
4,"hunt","participants","county",2015,"Wright",1111
4,"hunt","participants","county",2016,"Adair",950
4,"hunt","participants","county",2016,"Adams",628
4,"hunt","participants","county",2016,"Allamakee",2796
4,"hunt","participants","county",2016,"Appanoose",1731
4,"hunt","participants","county",2016,"Audubon",592
4,"hunt","participants","county",2016,"Benton",2861
4,"hunt","participants","county",2016,"Black Hawk",5980
4,"hunt","participants","county",2016,"Boone",2245
4,"hunt","participants","county",2016,"Bremer",2965
4,"hunt","participants","county",2016,"Buchanan",2828
4,"hunt","participants","county",2016,"Buena Vista",1536
4,"hunt","participants","county",2016,"Butler",2427
4,"hunt","participants","county",2016,"Calhoun",942
4,"hunt","participants","county",2016,"Carroll",2082
4,"hunt","participants","county",2016,"Cass",1573
4,"hunt","participants","county",2016,"Cedar",1761
4,"hunt","participants","county",2016,"Cerro Gordo",2998
4,"hunt","participants","county",2016,"Cherokee",1188
4,"hunt","participants","county",2016,"Chickasaw",1830
4,"hunt","participants","county",2016,"Clarke",1092
4,"hunt","participants","county",2016,"Clay",1449
4,"hunt","participants","county",2016,"Clayton",3661
4,"hunt","participants","county",2016,"Clinton",3396
4,"hunt","participants","county",2016,"Crawford",1117
4,"hunt","participants","county",2016,"Dallas",3894
4,"hunt","participants","county",2016,"Davis",1565
4,"hunt","participants","county",2016,"Decatur",1109
4,"hunt","participants","county",2016,"Delaware",2278
4,"hunt","participants","county",2016,"Des Moines",2674
4,"hunt","participants","county",2016,"Dickinson",1934
4,"hunt","participants","county",2016,"Dubuque",8046
4,"hunt","participants","county",2016,"Emmet",963
4,"hunt","participants","county",2016,"Fayette",2366
4,"hunt","participants","county",2016,"Floyd",1766
4,"hunt","participants","county",2016,"Franklin",774
4,"hunt","participants","county",2016,"Fremont",853
4,"hunt","participants","county",2016,"Greene",849
4,"hunt","participants","county",2016,"Grundy",1201
4,"hunt","participants","county",2016,"Guthrie",1580
4,"hunt","participants","county",2016,"Hamilton",1370
4,"hunt","participants","county",2016,"Hancock",939
4,"hunt","participants","county",2016,"Hardin",1787
4,"hunt","participants","county",2016,"Harrison",1734
4,"hunt","participants","county",2016,"Henry",2057
4,"hunt","participants","county",2016,"Howard",1693
4,"hunt","participants","county",2016,"Humboldt",982
4,"hunt","participants","county",2016,"Ida",669
4,"hunt","participants","county",2016,"Iowa",2325
4,"hunt","participants","county",2016,"Jackson",2968
4,"hunt","participants","county",2016,"Jasper",3213
4,"hunt","participants","county",2016,"Jefferson",1119
4,"hunt","participants","county",2016,"Johnson",5210
4,"hunt","participants","county",2016,"Jones",2218
4,"hunt","participants","county",2016,"Keokuk",1644
4,"hunt","participants","county",2016,"Kossuth",1488
4,"hunt","participants","county",2016,"Lee",2850
4,"hunt","participants","county",2016,"Linn",10508
4,"hunt","participants","county",2016,"Louisa",1594
4,"hunt","participants","county",2016,"Lucas",1354
4,"hunt","participants","county",2016,"Lyon",1065
4,"hunt","participants","county",2016,"Madison",2169
4,"hunt","participants","county",2016,"Mahaska",2051
4,"hunt","participants","county",2016,"Marion",3711
4,"hunt","participants","county",2016,"Marshall",2081
4,"hunt","participants","county",2016,"Mills",1332
4,"hunt","participants","county",2016,"Mitchell",1301
4,"hunt","participants","county",2016,"Monona",1018
4,"hunt","participants","county",2016,"Monroe",1172
4,"hunt","participants","county",2016,"Montgomery",1188
4,"hunt","participants","county",2016,"Muscatine",3335
4,"hunt","participants","county",2016,"O'Brien",1383
4,"hunt","participants","county",2016,"Osceola",553
4,"hunt","participants","county",2016,"Page",1436
4,"hunt","participants","county",2016,"Palo Alto",1185
4,"hunt","participants","county",2016,"Plymouth",1671
4,"hunt","participants","county",2016,"Pocahontas",567
4,"hunt","participants","county",2016,"Polk",17775
4,"hunt","participants","county",2016,"Pottawattamie",4769
4,"hunt","participants","county",2016,"Poweshiek",1993
4,"hunt","participants","county",2016,"Ringgold",889
4,"hunt","participants","county",2016,"Sac",1211
4,"hunt","participants","county",2016,"Scott",6496
4,"hunt","participants","county",2016,"Shelby",964
4,"hunt","participants","county",2016,"Sioux",2447
4,"hunt","participants","county",2016,"Story",4051
4,"hunt","participants","county",2016,"Tama",1979
4,"hunt","participants","county",2016,"Taylor",1006
4,"hunt","participants","county",2016,"Union",1596
4,"hunt","participants","county",2016,"Van Buren",1618
4,"hunt","participants","county",2016,"Wapello",2521
4,"hunt","participants","county",2016,"Warren",5017
4,"hunt","participants","county",2016,"Washington",2859
4,"hunt","participants","county",2016,"Wayne",1235
4,"hunt","participants","county",2016,"Webster",2510
4,"hunt","participants","county",2016,"Winnebago",1074
4,"hunt","participants","county",2016,"Winneshiek",2728
4,"hunt","participants","county",2016,"Woodbury",4415
4,"hunt","participants","county",2016,"Worth",827
4,"hunt","participants","county",2016,"Wright",1097
4,"hunt","participation rate","gender",2006,"Male",0.1451744
4,"hunt","participation rate","gender",2006,"Female",0.00868777
4,"hunt","participation rate","gender",2007,"Male",0.1446384
4,"hunt","participation rate","gender",2007,"Female",0.008842874
4,"hunt","participation rate","gender",2008,"Male",0.1414786
4,"hunt","participation rate","gender",2008,"Female",0.008799353
4,"hunt","participation rate","gender",2009,"Male",0.1388923
4,"hunt","participation rate","gender",2009,"Female",0.009012527
4,"hunt","participation rate","gender",2010,"Male",0.1342709
4,"hunt","participation rate","gender",2010,"Female",0.008740725
4,"hunt","participation rate","gender",2011,"Male",0.1325826
4,"hunt","participation rate","gender",2011,"Female",0.009093622
4,"hunt","participation rate","gender",2012,"Male",0.1344091
4,"hunt","participation rate","gender",2012,"Female",0.01019296
4,"hunt","participation rate","gender",2013,"Male",0.1333747
4,"hunt","participation rate","gender",2013,"Female",0.01069026
4,"hunt","participation rate","gender",2014,"Male",0.1348878
4,"hunt","participation rate","gender",2014,"Female",0.01144292
4,"hunt","participation rate","gender",2015,"Male",0.1350672
4,"hunt","participation rate","gender",2015,"Female",0.01192542
4,"hunt","participation rate","gender",2016,"Male",0.1345451
4,"hunt","participation rate","gender",2016,"Female",0.01220324
4,"hunt","participation rate","age",2006,"0-17",0.03460287
4,"hunt","participation rate","age",2006,"18-24",0.08588968
4,"hunt","participation rate","age",2006,"25-34",0.1083906
4,"hunt","participation rate","age",2006,"35-44",0.1196538
4,"hunt","participation rate","age",2006,"45-54",0.1072834
4,"hunt","participation rate","age",2006,"55-64",0.08348
4,"hunt","participation rate","age",2006,"65+",0.03386826
4,"hunt","participation rate","age",2007,"0-17",0.03483005
4,"hunt","participation rate","age",2007,"18-24",0.08491661
4,"hunt","participation rate","age",2007,"25-34",0.1077442
4,"hunt","participation rate","age",2007,"35-44",0.1137336
4,"hunt","participation rate","age",2007,"45-54",0.1070216
